Product,Region,Year,Sales
Roomba i7+,North America - West,2020,7971.31
KitchenAid Mixer,North America - Central,2024,3836.44
Ray-Ban Aviators,Latin America - Northern,2024,198.38
Google Pixel 7,North America - East,2022,4262.84
LG OLED TV,North America - Central,2023,14002.32
iPhone 14 Pro,Asia - Southeastern,2022,4405.91
Ninja Air Fryer,Africa - Western,2024,801.8
AirPods Pro,Middle East - Levant,2021,416.39
Breville Coffee Maker,Asia - Southeastern,2024,587.19
Xbox Series X,Oceania - New Zealand,2019,465.28
IKEA Billy Bookcase,Oceania - New Zealand,2023,642.23
Rolex Submariner,Asia - Southeastern,2021,5367.77
Nike Air Force 1,North America - West,2023,99.93
Ray-Ban Aviators,North America - West,2022,1187.87
Sony WH-1000XM5,Middle East - Levant,2020,1397.01
Ninja Air Fryer,Europe - Northern,2020,590.09
Ninja Air Fryer,Asia - Eastern,2019,231.37
Nespresso Vertuo,Africa - Eastern,2022,786.8
Roomba i7+,Latin America - Southern,2024,3150.95
iPad Pro,Oceania - New Zealand,2023,1577.76
Adidas Ultraboost,Middle East - Gulf,2020,670.18
Canon EOS R6,Oceania - New Zealand,2019,3971.22
Levi's 501 Jeans,Europe - Northern,2024,149.94
Ray-Ban Aviators,Oceania - New Zealand,2021,621.11
Levi's 501 Jeans,Europe - Eastern,2019,219.05
AirPods Pro,Asia - Southeastern,2022,670.65
PlayStation 5,Africa - Southern,2019,1549.88
West Elm Sofa,Oceania - New Zealand,2022,8099.89
Apple Watch Series 8,Europe - Western,2021,1368.65
Tempur-Pedic Mattress,Middle East - Gulf,2021,7222.23
Nike Air Force 1,Europe - Western,2023,281.67
Dell XPS 13,Oceania - New Zealand,2021,9338.33
Nespresso Vertuo,Africa - Southern,2021,269.63
Canon EOS R6,North America - Central,2024,4626.24
Sony WH-1000XM5,Asia - Eastern,2023,1220.78
iPhone 14 Pro,Africa - Eastern,2023,3921.04
Nike Air Force 1,Latin America - Northern,2020,176.06
Ray-Ban Aviators,Asia - Southern,2021,558.11
West Elm Sofa,Europe - Northern,2021,6094.67
Nike Air Force 1,Latin America - Northern,2023,261.94
Canon EOS R6,Europe - Northern,2023,3662.18
Nike Air Force 1,Latin America - Northern,2023,261.94
Canon EOS R6,Latin America - Northern,2022,4600.72
Ray-Ban Aviators,Latin America - Southern,2022,578.15
LG OLED TV,Europe - Eastern,2022,2371.92
Xbox Series X,Latin America - Central,2022,1752.96
Pottery Barn Dining Table,North America - West,2020,6022.03
GoPro Hero 11,Middle East - Gulf,2022,926.87
Google Pixel 7,North America - West,2019,3576.65
Nike Air Force 1,Asia - Eastern,2024,169.16
Samsung QLED TV,Asia - Eastern,2022,9654.09
Nespresso Vertuo,Asia - Southeastern,2020,619.07
Microsoft Surface Pro,Oceania - New Zealand,2020,4532.34
Dell XPS 13,North America - East,2021,5860.04
Nintendo Switch OLED,Europe - Southern,2020,494.25
Samsung QLED TV,North America - Central,2024,9348.05
Dell XPS 13,Middle East - Gulf,2020,6688.91
Samsung Galaxy S23,Latin America - Northern,2022,780.93
Nintendo Switch OLED,Africa - Western,2023,300.54
Sony WH-1000XM5,Latin America - Southern,2024,2650.15
Dyson V11 Vacuum,North America - East,2021,617.08
Vitamix Blender,Europe - Southern,2024,1447.19
Dell XPS 13,Europe - Southern,2021,2002.5
Tempur-Pedic Mattress,Asia - Eastern,2022,6036.75
Tempur-Pedic Mattress,Asia - Southeastern,2021,9525.58
Microsoft Surface Pro,Middle East - Gulf,2022,12129.07
Adidas Ultraboost,Africa - Eastern,2020,204.52
PlayStation 5,Europe - Northern,2024,613.03
Rolex Submariner,Latin America - Central,2020,16162.09
Rolex Submariner,Latin America - Northern,2022,4002.51
Instant Pot Pro,Asia - Southeastern,2021,574.79
iPhone 14 Pro,Latin America - Central,2019,3012.45
Ray-Ban Aviators,Oceania - New Zealand,2020,546.14
Rolex Submariner,Latin America - Northern,2021,7172.74
GoPro Hero 11,North America - Central,2022,1309.19
Instant Pot Pro,Africa - Southern,2022,67.47
Apple Watch Series 8,Europe - Eastern,2024,598.01
Canon EOS R6,Africa - Western,2023,5770.59
Ninja Air Fryer,North America - West,2019,741.61
Adidas Ultraboost,North America - East,2023,934.2
Pottery Barn Dining Table,Asia - Eastern,2023,4412.33
Instant Pot Pro,Europe - Western,2019,109.79
Nike Air Force 1,Africa - Southern,2020,236.12
Ninja Air Fryer,Africa - Western,2024,801.8
Nike Air Force 1,Europe - Eastern,2020,162.54
Herman Miller Chair,North America - East,2023,5344.03
Roomba i7+,North America - West,2022,2799.5
Breville Coffee Maker,Middle East - Gulf,2019,1827.3
Vitamix Blender,Africa - Western,2023,1040.26
Nintendo Switch OLED,Africa - Eastern,2022,237.13
MacBook Air M2,Oceania - Australia,2022,1845.68
Sony WH-1000XM5,Asia - Southeastern,2023,1407.65
Rolex Submariner,Europe - Western,2023,19124.18
Sony WH-1000XM5,Europe - Northern,2020,1004.6
Dyson V11 Vacuum,Europe - Southern,2024,2267.17
Rolex Submariner,Latin America - Central,2024,33302.22
Dell XPS 13,Middle East - Gulf,2020,6688.91
Herman Miller Chair,Latin America - Southern,2022,2875.21
Instant Pot Pro,Latin America - Southern,2024,244.19
Ninja Air Fryer,Oceania - New Zealand,2024,1215.48
Nespresso Vertuo,Europe - Northern,2024,1998.0
Pottery Barn Dining Table,North America - Central,2024,11783.7
Tempur-Pedic Mattress,Europe - Northern,2019,9518.82
Instant Pot Pro,North America - East,2024,1025.92
Xbox Series X,Latin America - Central,2021,1841.45
LG OLED TV,Africa - Southern,2024,1514.18
Ninja Air Fryer,Africa - Southern,2021,389.31
MacBook Air M2,Latin America - Central,2023,6489.21
Nike Air Force 1,Latin America - Southern,2023,56.37
KitchenAid Mixer,Asia - Eastern,2021,955.5
Pottery Barn Dining Table,Latin America - Northern,2022,2666.53
Samsung QLED TV,Latin America - Central,2019,4968.52
Instant Pot Pro,Africa - Western,2024,259.49
Instant Pot Pro,Oceania - New Zealand,2021,252.47
iPad Pro,Latin America - Northern,2024,7698.76
Rolex Submariner,Latin America - Central,2020,16162.09
IKEA Billy Bookcase,Europe - Northern,2024,113.94
Sony WH-1000XM5,Latin America - Southern,2019,195.96
Ninja Air Fryer,Europe - Northern,2020,590.09
Dyson V11 Vacuum,Latin America - Northern,2020,1412.71
Nespresso Vertuo,North America - Central,2019,762.11
Nintendo Switch OLED,Latin America - Northern,2023,628.52
KitchenAid Mixer,Asia - Southeastern,2019,483.0
Roomba i7+,Middle East - Gulf,2021,604.86
Canon EOS R6,Oceania - New Zealand,2022,26698.6
iPad Pro,Latin America - Northern,2021,1575.1
iPhone 14 Pro,Africa - Western,2021,4915.46
KitchenAid Mixer,Africa - Western,2021,1059.2
Nespresso Vertuo,North America - Central,2022,1280.44
Google Pixel 7,Oceania - Australia,2024,3038.85
AirPods Pro,Africa - Eastern,2019,117.98
Roomba i7+,Europe - Western,2019,2455.97
Roomba i7+,Europe - Southern,2023,3385.36
Roomba i7+,Latin America - Northern,2021,1470.29
Tempur-Pedic Mattress,Middle East - Levant,2021,4026.55
Ninja Air Fryer,Africa - Western,2020,519.58
iPhone 14 Pro,Africa - Southern,2019,1459.59
iPhone 14 Pro,Europe - Northern,2023,7207.2
Nike Air Force 1,Europe - Northern,2024,560.13
Levi's 501 Jeans,North America - West,2019,297.77
GoPro Hero 11,Middle East - Gulf,2022,926.87
West Elm Sofa,Europe - Western,2023,11263.42
Dyson V11 Vacuum,Latin America - Central,2023,2255.23
Vitamix Blender,Middle East - Levant,2022,2592.16
Tempur-Pedic Mattress,Africa - Western,2021,5194.35
Apple Watch Series 8,Europe - Southern,2020,1837.49
Herman Miller Chair,North America - West,2023,8506.61
Rolex Submariner,Latin America - Northern,2023,3831.26
Roomba i7+,Middle East - Levant,2019,779.78
West Elm Sofa,Africa - Western,2024,8208.34
iPad Pro,Latin America - Central,2023,3691.94
Adidas Ultraboost,North America - East,2020,425.74
iPhone 14 Pro,Oceania - New Zealand,2023,3202.08
iPad Pro,Europe - Western,2020,6808.67
Adidas Ultraboost,Oceania - Australia,2023,903.63
Levi's 501 Jeans,Asia - Southern,2024,442.42
IKEA Billy Bookcase,Asia - Eastern,2024,467.35
Tempur-Pedic Mattress,North America - West,2019,15870.06
West Elm Sofa,Europe - Eastern,2024,6866.71
Ninja Air Fryer,Europe - Southern,2021,349.39
Nike Air Force 1,Middle East - Gulf,2023,640.54
Ninja Air Fryer,Asia - Southern,2021,597.36
Vitamix Blender,Middle East - Levant,2020,1041.11
Tempur-Pedic Mattress,North America - East,2021,4475.02
Rolex Submariner,Oceania - Australia,2021,55236.72
Xbox Series X,Europe - Southern,2024,1153.46
Google Pixel 7,Oceania - New Zealand,2021,1321.56
Pottery Barn Dining Table,Oceania - Australia,2021,6034.55
Rolex Submariner,Asia - Southern,2024,4668.8
Pottery Barn Dining Table,North America - West,2023,3223.88
PlayStation 5,Africa - Western,2023,452.18
Adidas Ultraboost,Europe - Western,2023,178.5
Samsung Galaxy S23,Latin America - Central,2021,3061.59
Dell XPS 13,North America - West,2022,4790.68
Dyson V11 Vacuum,Europe - Western,2021,1885.77
Nintendo Switch OLED,North America - West,2021,2964.84
Ninja Air Fryer,Latin America - Central,2020,517.89
Canon EOS R6,North America - East,2022,21911.7
Levi's 501 Jeans,Asia - Eastern,2019,145.96
Sony WH-1000XM5,Asia - Eastern,2022,1454.92
Canon EOS R6,Europe - Northern,2023,3662.18
Levi's 501 Jeans,Asia - Southern,2020,139.54
MacBook Air M2,Europe - Northern,2022,8498.94
Xbox Series X,Oceania - New Zealand,2021,1344.29
MacBook Air M2,Oceania - New Zealand,2020,8096.89
LG OLED TV,Africa - Southern,2023,9670.18
Adidas Ultraboost,Europe - Northern,2024,155.2
Ninja Air Fryer,Europe - Eastern,2023,314.43
Adidas Ultraboost,Europe - Eastern,2021,93.75
Lululemon Align Leggings,Africa - Southern,2019,30.01
Levi's 501 Jeans,North America - East,2020,483.65
Pottery Barn Dining Table,Asia - Southeastern,2020,1595.73
Instant Pot Pro,Africa - Southern,2023,108.36
Ray-Ban Aviators,Europe - Southern,2022,834.25
Nespresso Vertuo,Europe - Southern,2023,1432.12
iPad Pro,North America - East,2024,8971.53
MacBook Air M2,Asia - Eastern,2019,6591.67
Ninja Air Fryer,Middle East - Levant,2023,366.55
iPad Pro,North America - East,2024,8971.53
Rolex Submariner,North America - Central,2022,31987.31
Canon EOS R6,Asia - Eastern,2021,2090.77
Levi's 501 Jeans,Oceania - Australia,2019,268.12
Dyson V11 Vacuum,Latin America - Northern,2024,2429.17
Microsoft Surface Pro,Asia - Southern,2022,2091.4
Levi's 501 Jeans,North America - East,2023,72.57
Google Pixel 7,North America - West,2024,5901.37
Rolex Submariner,Middle East - Levant,2024,24218.54
Adidas Ultraboost,Europe - Western,2019,660.18
Ninja Air Fryer,Asia - Southern,2020,437.92
Google Pixel 7,North America - West,2019,3576.65
Tempur-Pedic Mattress,Europe - Eastern,2023,13557.44
LG OLED TV,Africa - Southern,2021,7450.68
Nespresso Vertuo,Latin America - Southern,2021,644.04
Ray-Ban Aviators,Latin America - Northern,2019,285.53
Dyson V11 Vacuum,Europe - Eastern,2023,3814.91
Adidas Ultraboost,Africa - Western,2021,111.06
Samsung QLED TV,Middle East - Gulf,2021,10489.55
Lululemon Align Leggings,Asia - Southern,2024,479.55
Nike Air Force 1,North America - East,2021,734.47
Nespresso Vertuo,Asia - Southern,2020,418.14
IKEA Billy Bookcase,Europe - Northern,2019,399.44
LG OLED TV,Africa - Eastern,2020,2340.13
KitchenAid Mixer,North America - Central,2024,3836.44
Levi's 501 Jeans,North America - Central,2023,328.18
Samsung QLED TV,Asia - Southeastern,2023,3420.77
Tempur-Pedic Mattress,Asia - Eastern,2019,2850.21
Breville Coffee Maker,Oceania - Australia,2022,2417.72
Google Pixel 7,Asia - Southern,2024,1456.45
AirPods Pro,Europe - Eastern,2022,2226.32
Xbox Series X,Asia - Eastern,2021,3860.24
West Elm Sofa,Asia - Eastern,2023,9535.2
MacBook Air M2,Europe - Southern,2024,7837.65
Samsung QLED TV,Africa - Southern,2022,2142.47
Pottery Barn Dining Table,Europe - Southern,2021,4845.1
iPhone 14 Pro,Middle East - Levant,2021,1244.78
Vitamix Blender,Africa - Western,2019,1569.51
MacBook Air M2,Africa - Southern,2021,5735.2
Roomba i7+,North America - West,2023,2822.31
West Elm Sofa,Middle East - Gulf,2024,5576.92
Breville Coffee Maker,North America - West,2020,1656.26
Ninja Air Fryer,Latin America - Northern,2019,121.74
iPad Pro,Latin America - Southern,2021,6644.56
Roomba i7+,Middle East - Gulf,2023,6536.16
Breville Coffee Maker,Latin America - Northern,2022,364.87
Samsung QLED TV,Middle East - Levant,2024,8125.17
iPad Pro,Europe - Western,2024,5164.24
Samsung QLED TV,Asia - Southern,2019,758.87
Dyson V11 Vacuum,Africa - Eastern,2023,2762.32
iPhone 14 Pro,Oceania - Australia,2023,1230.61
Nintendo Switch OLED,North America - East,2022,544.75
IKEA Billy Bookcase,North America - East,2020,571.76
Instant Pot Pro,Latin America - Southern,2019,296.52
Pottery Barn Dining Table,North America - West,2021,1593.76
iPhone 14 Pro,Asia - Eastern,2021,1064.4
Sony WH-1000XM5,Latin America - Central,2021,1260.34
Nespresso Vertuo,Oceania - Australia,2021,1422.4
Roomba i7+,Asia - Southern,2024,1282.36
GoPro Hero 11,Asia - Eastern,2024,816.31
Dell XPS 13,Oceania - Australia,2020,1153.98
Vitamix Blender,North America - West,2022,884.21
Rolex Submariner,Asia - Southern,2019,16308.79
Roomba i7+,Latin America - Central,2024,1764.04
West Elm Sofa,Oceania - Australia,2022,10881.04
West Elm Sofa,Middle East - Levant,2021,2905.77
Xbox Series X,Middle East - Levant,2019,1533.78
Samsung Galaxy S23,Europe - Southern,2019,692.01
Dyson V11 Vacuum,Latin America - Southern,2020,358.59
Samsung Galaxy S23,Oceania - Australia,2024,4106.76
Ninja Air Fryer,Europe - Eastern,2024,153.17
iPhone 14 Pro,North America - West,2020,2058.76
KitchenAid Mixer,Asia - Southeastern,2022,248.99
MacBook Air M2,Africa - Western,2023,3189.61
iPad Pro,Europe - Eastern,2019,7632.24
Ninja Air Fryer,North America - East,2022,1008.18
Canon EOS R6,Asia - Southeastern,2024,10587.68
iPad Pro,Europe - Northern,2024,5604.2
West Elm Sofa,Middle East - Levant,2023,11550.33
Vitamix Blender,Africa - Western,2022,1038.18
IKEA Billy Bookcase,Latin America - Central,2023,411.59
Adidas Ultraboost,Latin America - Southern,2022,102.6
Samsung Galaxy S23,Africa - Southern,2022,702.33
Dell XPS 13,Latin America - Southern,2020,1110.9
Herman Miller Chair,Africa - Southern,2020,1874.53
Ray-Ban Aviators,Asia - Eastern,2022,328.11
Instant Pot Pro,Africa - Eastern,2024,481.59
GoPro Hero 11,Europe - Southern,2022,423.01
Adidas Ultraboost,North America - East,2023,934.2
Dell XPS 13,North America - West,2019,7715.74
Samsung QLED TV,Oceania - New Zealand,2020,7433.59
LG OLED TV,Middle East - Levant,2021,5945.65
iPhone 14 Pro,Middle East - Gulf,2022,10137.2
Tempur-Pedic Mattress,Asia - Southeastern,2024,4456.29
Ninja Air Fryer,Latin America - Northern,2021,84.27
IKEA Billy Bookcase,Europe - Southern,2019,269.2
Dell XPS 13,North America - Central,2019,974.93
Ray-Ban Aviators,North America - East,2019,512.96
Breville Coffee Maker,Latin America - Central,2023,177.56
Instant Pot Pro,Europe - Northern,2023,1267.25
Pottery Barn Dining Table,Latin America - Southern,2024,3463.25
Dyson V11 Vacuum,Africa - Western,2022,2293.32
Rolex Submariner,Latin America - Central,2020,16162.09
MacBook Air M2,Europe - Western,2021,6188.78
AirPods Pro,Europe - Southern,2023,485.94
GoPro Hero 11,Africa - Southern,2021,498.52
Nike Air Force 1,Latin America - Northern,2023,261.94
Nintendo Switch OLED,Asia - Southern,2024,633.17
AirPods Pro,Europe - Eastern,2022,2226.32
MacBook Air M2,Oceania - New Zealand,2024,7328.59
Samsung Galaxy S23,North America - East,2023,1554.34
Roomba i7+,Asia - Southern,2021,3662.94
PlayStation 5,Africa - Eastern,2020,968.1
Nespresso Vertuo,North America - Central,2023,524.31
MacBook Air M2,North America - West,2019,10412.85
Samsung QLED TV,Asia - Southeastern,2023,3420.77
Canon EOS R6,Latin America - Southern,2021,13924.73
Instant Pot Pro,Africa - Eastern,2023,146.89
Dell XPS 13,Europe - Western,2019,7549.14
Rolex Submariner,Oceania - Australia,2021,55236.72
Adidas Ultraboost,Europe - Eastern,2020,310.55
Lululemon Align Leggings,Africa - Western,2022,312.16
iPhone 14 Pro,Latin America - Southern,2023,884.73
PlayStation 5,Europe - Southern,2019,1490.29
Canon EOS R6,Middle East - Gulf,2022,21810.93
Dell XPS 13,Asia - Southeastern,2022,1991.12
Nike Air Force 1,Africa - Eastern,2020,202.86
Canon EOS R6,Europe - Northern,2019,15491.21
Microsoft Surface Pro,Middle East - Gulf,2019,5611.58
Nike Air Force 1,Middle East - Levant,2024,282.32
Ninja Air Fryer,Latin America - Central,2024,281.24
MacBook Air M2,Middle East - Gulf,2022,3922.26
Breville Coffee Maker,Middle East - Levant,2023,240.32
Levi's 501 Jeans,Latin America - Northern,2023,152.46
Vitamix Blender,Latin America - Northern,2021,1694.24
IKEA Billy Bookcase,Latin America - Northern,2020,236.46
AirPods Pro,Asia - Southern,2022,782.36
Nintendo Switch OLED,Latin America - Central,2024,2114.61
Google Pixel 7,Europe - Eastern,2023,4977.67
KitchenAid Mixer,Asia - Southeastern,2020,1545.63
Dyson V11 Vacuum,Africa - Southern,2019,753.0
Vitamix Blender,Africa - Eastern,2019,576.24
West Elm Sofa,Latin America - Southern,2019,714.17
LG OLED TV,Asia - Southeastern,2020,1200.76
AirPods Pro,Oceania - Australia,2024,2543.52
Lululemon Align Leggings,Latin America - Central,2024,204.9
Sony WH-1000XM5,Oceania - Australia,2021,2329.24
Dell XPS 13,Asia - Southern,2021,8201.97
Sony WH-1000XM5,North America - East,2019,3560.34
Google Pixel 7,Latin America - Southern,2024,3392.24
Herman Miller Chair,Asia - Eastern,2024,2131.63
Google Pixel 7,Africa - Southern,2019,2894.57
Samsung Galaxy S23,North America - East,2022,10690.96
Vitamix Blender,Oceania - Australia,2023,3039.91
Herman Miller Chair,Oceania - New Zealand,2023,5078.57
Adidas Ultraboost,Africa - Western,2020,184.03
Sony WH-1000XM5,Asia - Eastern,2021,1863.36
Microsoft Surface Pro,Asia - Southeastern,2020,5637.43
AirPods Pro,Latin America - Southern,2021,536.4
Ray-Ban Aviators,Latin America - Southern,2024,725.56
KitchenAid Mixer,Latin America - Central,2019,349.91
AirPods Pro,North America - West,2023,712.2
Pottery Barn Dining Table,Europe - Western,2023,12169.28
Xbox Series X,North America - Central,2020,1078.52
Xbox Series X,Middle East - Levant,2021,1372.02
MacBook Air M2,Oceania - Australia,2019,5153.32
GoPro Hero 11,Latin America - Southern,2024,1008.95
Breville Coffee Maker,Europe - Western,2021,2665.87
West Elm Sofa,Latin America - Northern,2023,8638.86
Tempur-Pedic Mattress,Asia - Southern,2022,4721.21
Instant Pot Pro,Africa - Eastern,2022,61.9
Microsoft Surface Pro,North America - West,2022,16052.89
Sony WH-1000XM5,Africa - Western,2021,226.94
Nintendo Switch OLED,Europe - Southern,2022,2525.58
Adidas Ultraboost,Middle East - Gulf,2019,250.72
Adidas Ultraboost,Latin America - Southern,2021,373.34
Google Pixel 7,Asia - Eastern,2023,738.3
PlayStation 5,Oceania - Australia,2023,1430.6
AirPods Pro,Asia - Southeastern,2024,702.38
Levi's 501 Jeans,Oceania - Australia,2021,328.09
MacBook Air M2,Latin America - Northern,2019,2744.22
Roomba i7+,Europe - Western,2022,4684.23
GoPro Hero 11,Europe - Southern,2022,423.01
KitchenAid Mixer,North America - West,2020,645.32
iPhone 14 Pro,Latin America - Central,2019,3012.45
LG OLED TV,Latin America - Northern,2020,4107.62
PlayStation 5,Asia - Southeastern,2023,1070.23
West Elm Sofa,Latin America - Northern,2021,9081.37
Herman Miller Chair,Europe - Southern,2022,6216.58
